system_time,camera_time,pos_x_cm,pos_y_cm,pos_z_cm,roll_deg,pitch_deg,yaw_deg,detection_confidence
1742380413.4975805,8897.614918,87.92027049909758,-752.8781919374152,5201.963365549343,-169.2205743998813,-16.49197376777376,90.66747328883135,0.037285221046044
1742380413.6691935,8897.787043,117.00022957519323,-740.6444476835966,5180.4828950162355,-173.3619535505961,-21.68111623250442,91.36231763336478,0.03726297172711253
1742380413.8483028,8897.958975,116.83595430395799,-731.6325442308947,5116.579660045241,-173.75754154125227,-17.201695407935663,90.47364498280719,0.036558649874824024
1742380414.0180686,8898.134915999999,135.1620855624838,-730.4876810235428,5135.691648560799,-178.81720197971126,-20.24709013234552,87.21755327387623,0.03678091249337921
1742380414.1957252,8898.306918,150.3427743854008,-729.0995668253121,5138.450008926736,-176.93769304387206,4.217801355313154,89.61490512112681,0.03680675715359524
1742380414.3614032,8898.478945,158.69606609794167,-719.4689894000308,5045.461443479291,-172.3299520408441,-5.535873455325743,90.08706824088857,0.035880800745308444
1742380414.5452344,8898.654884,158.31885794290082,-712.5516306008863,4992.462267228755,-174.22077653515018,-26.37429029716255,90.18859113791841,0.036315082491428216
1742380414.7155313,8898.82693,165.16654003759527,-730.8894454374058,5127.837855062439,-174.3115219797597,-16.414813862245342,87.34491026508438,0.03655546360507594
1742380414.8813813,8898.998932,165.68989058107113,-721.7004557977225,5072.018309556477,-168.50671265849712,-15.408800299245327,87.43297944104727,0.03632779968990052
1742380415.0525541,8899.174886,168.69455426916093,-711.8461940205034,5003.535904874287,-179.66556247486452,-20.168386347416337,90.38890812703882,0.03587332014869123
1742380415.2348444,8899.346924000001,176.188747265548,-714.9458113290946,5030.33762024173,167.4225943801972,-3.620391312575542,87.15588340513172,0.03631048746785101
1742380415.4040976,8899.518929,180.34532739960375,-695.3217757002288,4942.602972328582,169.23530586306848,3.7351927920729993,87.472501647826,0.03586881905487227
1742380415.5698395,8899.690937000001,181.83817141504716,-699.9425877724843,4929.196069596034,-173.43921367216635,-26.045498751533295,87.64797617348745,0.035863158704778846
1742380415.7490594,8899.866888,183.43876297076685,-703.9697701833289,4908.31539524295,-171.69319272585844,1.7420714557790178,88.89998695952671,0.035191658305408026
1742380415.9173114,8900.038919,181.1993471253044,-703.1164967774307,4912.747243856447,-172.35441352099724,-6.314033584890682,88.52003810193624,0.03497633589578828
1742380416.095733,8900.210936000001,196.17825193600837,-708.7840648488952,4915.004696052969,177.25558446554422,4.791561394631613,87.56801345831488,0.035402764449949116
1742380416.2691996,8900.386895,207.33726852122837,-703.9544224587366,4868.547571241473,-174.97128882702762,-16.042149245445817,88.92927294691525,0.03477303953963501
1742380416.4418383,8900.558915,198.76113250694522,-684.0402010516196,4692.880354646779,-176.4579239738381,9.039962934208727,89.30190707119063,0.03412743657443564
1742380416.6209657,8900.730951,208.08628285231353,-695.6152337072164,4802.471474008186,-174.21084901018608,-16.05169129641153,86.6654336474642,0.03432204873868657
1742380416.7846096,8900.906885,210.82197444231502,-669.3443005137507,4581.7334145725345,-168.02372914919286,-19.07488679770815,85.89071791580386,0.03311528830730074
