timestamp,roll,pitch,yaw,touch_gesture,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1743678585.2627683,,,,,,,,0.0,0.0,0.0,,,
1743678585.6805775,0.0,-94.0,317.0,,9.835,0.019,-0.823,19.62110333304888,0.019,-0.13868899257013045,0.03333333333333333,0.0,-0.0
1743678585.9434211,0.0,-94.0,317.0,,9.835,0.019,-0.823,19.62110333304888,0.019,-0.13868899257013045,0.03333333333333333,0.0,-0.0
1743678586.2347753,0.0,-94.0,317.0,,9.835,0.038,-0.842,19.62110333304888,0.038,-0.15768899257013047,0.03333333333333333,0.0,-0.0
1743678586.4854062,0.0,-94.0,317.0,,9.845,0.028,-0.833,19.631103333048877,0.028,-0.14868899257013046,0.03333333333333333,0.0,-0.0
1743678586.737683,0.0,-94.0,317.0,,9.855,0.0,-0.842,19.641103333048875,0.0,-0.15768899257013047,0.03333333333333333,0.0,-0.0
1743678586.9672124,0.0,-94.0,317.0,,9.845,0.0,-0.833,19.631103333048877,0.0,-0.14868899257013046,0.03333333333333333,0.0,-0.0
1743678587.2042136,0.0,-94.0,317.0,,9.835,0.009,-0.842,19.62110333304888,0.009,-0.15768899257013047,0.03333333333333333,0.0,-0.0
1743678587.4509501,0.0,-94.0,317.0,,9.835,0.038,-0.803,19.62110333304888,0.038,-0.11868899257013055,0.03333333333333333,0.0,-0.0
1743678587.6988974,0.0,-94.0,325.0,,9.708,0.401,-1.058,19.494103333048876,0.401,-0.37368899257013055,0.1,0.1,0.13333333333333333
1743678587.9194367,-1.0,-93.0,320.0,,11.022,-0.441,-1.225,20.81855573594237,-0.4320396599957734,-0.7116624649592981,-0.3,-0.7,-0.5333333333333333
1743678588.158205,12.0,-82.0,316.0,,10.757,2.853,-1.588,20.471529754354805,3.1368593615695577,-2.9234532992974707,-0.23333333333333334,0.0,0.8666666666666667
1743678588.404774,17.0,-73.0,297.0,,8.109,0.823,0.255,17.490349655997377,1.6615707066175207,-2.4878411915240135,1.2,0.3333333333333333,0.13333333333333333
1743678588.6642206,8.0,-74.0,284.0,,11.414,1.774,2.118,20.84397723715491,2.150324407440445,-0.5596872944959208,0.16666666666666666,-0.03333333333333333,-0.8
1743678588.932199,4.0,-74.0,288.0,,9.453,3.039,0.657,18.882977237154908,3.227621676644436,-2.0404156464735146,0.3333333333333333,-1.3,-0.4666666666666667
1743678589.1847122,3.0,-66.0,283.0,,10.129,1.186,3.383,19.090880939473912,1.3948249908248302,-0.601618193742175,1.8666666666666667,-0.3,-0.43333333333333335
1743678589.4363894,0.0,-60.0,303.0,,8.619,-0.412,2.834,17.114709211125344,-0.412,-2.071000000000001,0.0,0.03333333333333333,-0.8666666666666667
1743678589.6946123,2.0,-61.0,311.0,,10.198,2.666,2.952,18.778019327037473,2.8319813912000837,-1.801085158656294,-0.5333333333333333,-0.5333333333333333,-0.6333333333333333
1743678589.9491,0.0,-60.0,325.0,,8.717,-1.196,5.511,17.212709211125343,-1.196,0.605999999999999,-0.9666666666666667,-0.6,0.1
1743678590.20278,0.0,-53.0,327.0,,8.805,0.126,5.237,16.639614353563942,0.126,-0.6668053771215945,0.06666666666666667,-0.7333333333333333,0.16666666666666666
1743678590.4583745,-1.0,-50.0,325.0,,7.638,-0.088,6.315,15.152895986997175,-0.19805044995374552,0.01021394470210879,0.3,-0.6666666666666666,-0.3333333333333333
1743678590.7306232,0.0,-50.0,326.0,,7.511,-0.049,6.678,15.025895986997174,-0.049,0.37225354897504825,-0.16666666666666666,0.3333333333333333,-0.16666666666666666
1743678590.9574826,1.0,-60.0,328.0,,8.433,0.519,5.403,16.928709211125344,0.6046040535748757,0.4987470552578994,-0.43333333333333335,0.9666666666666667,0.1
1743678591.1833067,2.0,-74.0,331.0,,9.198,0.744,2.579,18.62797723715491,0.8383683249560344,-0.12335525532548708,0.0,0.7,-0.03333333333333333
1743678591.4094715,1.0,-75.0,332.0,,9.394,0.548,2.814,18.86973235589576,0.5923119188063087,0.2753718718012488,0.1,-0.23333333333333334,-0.03333333333333333
1743678591.6443622,2.0,-71.0,331.0,,9.207,0.656,3.403,18.482537226629297,0.7674628360299145,0.21112199581527769,0.0,-0.1,-0.0
1743678591.881844,3.0,-69.0,333.0,,9.217,0.725,3.295,18.37542398393755,0.908991742690771,-0.2157715916959182,0.03333333333333333,-0.03333333333333333,-0.03333333333333333
1743678592.1170208,4.0,-67.0,333.0,,9.158,0.636,3.815,18.18815261236844,0.9033816121707046,-0.008735198834830094,0.03333333333333333,-0.06666666666666667,-0.03333333333333333
1743678592.3516765,3.0,-66.0,334.0,,9.237,0.44,3.844,18.198880939473916,0.6488249908248302,-0.1406181937421751,-0.06666666666666667,-0.03333333333333333,-0.1
1743678592.5871508,3.0,-65.0,335.0,,8.805,0.793,4.06,17.695879390829536,1.0099788636770557,-0.08020335616984298,0.0,-0.1,-0.0
1743678592.8353684,3.0,-65.0,335.0,,9.031,0.44,4.285,17.921879390829538,0.6569788636770556,0.14479664383015756,0.0,0.0,-0.0
1743678593.0994177,2.0,-64.0,334.0,,8.756,0.548,4.227,17.57316959419483,0.6980825267639208,-0.07080124975159485,0.13333333333333333,-0.03333333333333333,-0.06666666666666667
1743678593.34,2.0,-62.0,335.0,,8.815,0.372,4.413,17.47671588594607,0.5327301915347425,-0.18971047500042548,0.0,-0.16666666666666666,-0.2
1743678593.5929518,0.0,-60.0,337.0,,8.501,0.038,4.697,16.996709211125342,0.038,-0.20800000000000107,-0.03333333333333333,-0.13333333333333333,-0.16666666666666666
1743678593.8351667,0.0,-58.0,338.0,,8.315,-0.304,5.247,16.634351823294537,-0.304,0.04849201787225965,0.0,-0.2,-0.06666666666666667
1743678594.08764,-1.0,-52.0,338.0,,7.638,-0.49,6.129,15.368385492881943,-0.5954062358355292,0.09028079333974937,0.2,-0.4666666666666667,-0.1
1743678594.3370454,-1.0,-47.0,332.0,,6.991,-0.402,7.071,14.165579812884062,-0.5187636483055349,0.38161506870841855,-0.13333333333333333,-0.43333333333333335,-0.0
1743678594.588516,1.0,-42.0,332.0,,6.393,0.234,7.973,12.9571712483804,0.36123241890811697,0.6838596025652715,-0.3,-0.43333333333333335,0.1
1743678594.8487468,5.0,-38.0,328.0,,5.501,0.989,8.218,11.540639072944709,1.662747489357847,0.5170309577856642,-0.06666666666666667,-0.26666666666666666,0.1
1743678595.1396906,8.0,-32.0,327.0,,5.069,1.46,8.434,10.26750798212774,2.6178299912256753,0.19561153676445464,-0.06666666666666667,-0.3333333333333333,-0.0
1743678595.4024246,9.0,-29.0,324.0,,4.667,1.509,8.747,9.422982374616566,2.851210733459949,0.27261494860414714,0.1,-0.2,-0.2
1743678595.663631,2.0,-30.0,322.0,,3.912,0.43,8.895,8.817,0.7264959755990761,0.4044661453796934,0.5,-0.06666666666666667,-0.4666666666666667
1743678595.8950825,0.0,-31.0,320.0,,4.157,-0.412,8.993,9.209523514867632,-0.412,0.584188780112278,0.16666666666666666,-0.1,-0.13333333333333333
1743678596.1316326,-3.0,-27.0,319.0,,3.941,-0.814,9.051,8.394646802444953,-1.2714567657132,0.32220492470037065,0.23333333333333334,-0.13333333333333333,-0.16666666666666666
1743678596.3631277,-6.0,-23.0,320.0,,3.608,-1.334,9.061,7.441072370479776,-2.2779079756432594,0.08031550848257396,0.2,-0.2,-0.06666666666666667
1743678596.59302,-5.0,-22.0,318.0,,3.186,-1.147,9.444,6.860890681410098,-1.9397401895574533,0.3829381708573667,0.0,-0.2,-0.06666666666666667
1743678596.8189344,-4.0,-18.0,319.0,,2.764,-0.912,9.444,5.7954567148182345,-1.5628184427886784,0.1368626559661461,-0.13333333333333333,-0.13333333333333333,-0.03333333333333333
1743678597.0475779,-1.0,-14.0,319.0,,2.47,-0.422,9.679,4.843253795832741,-0.5881224946712065,0.16184865428054174,-0.3333333333333333,-0.13333333333333333,-0.0
1743678597.2725754,3.0,-17.0,316.0,,2.559,0.617,9.63,5.427166423330048,1.1079819050960351,0.2615071576613577,-0.36666666666666664,0.2,0.16666666666666666
1743678597.5075011,9.0,-21.0,313.0,,3.245,1.578,9.051,6.760589585039396,3.0106931565388906,0.005331412838010863,-0.26666666666666666,0.43333333333333335,0.13333333333333333
1743678597.743922,14.0,-25.0,312.0,,4.03,2.421,8.512,8.175885147676262,4.571898395777501,-0.11478227575723388,-0.1,0.2,0.03333333333333333
1743678597.9987876,15.0,-30.0,310.0,,4.804,2.588,8.296,9.709,4.786851345492151,0.08977506033210325,0.0,0.26666666666666666,-0.0
1743678598.253208,13.0,-35.0,307.0,,5.501,2.176,7.914,11.127784840603763,3.9836800282615705,0.08407756915970666,0.3,0.36666666666666664,-0.06666666666666667
1743678598.4961002,10.0,-39.0,305.0,,6.187,1.676,7.62,12.360633036198905,2.9998593036844134,0.11202079928282593,0.2,0.2,-0.03333333333333333
1743678598.738199,9.0,-41.0,304.0,,6.393,1.597,7.453,12.828939074396876,2.755194002434717,0.14045086284025388,0.1,0.1,-0.0
1743678598.9828255,8.0,-43.0,303.0,,6.775,1.411,7.061,13.46540391221311,2.409508520644561,-0.043757295336957824,0.1,0.2,-0.0
1743678599.2415497,8.0,-45.0,302.0,,6.854,1.411,6.59,13.79071752344003,2.3764044882211746,-0.2792098653427688,0.06666666666666667,-0.1,-0.0
1743678599.48317,8.0,-43.0,302.0,,6.805,1.343,6.933,13.49540391221311,2.341508520644561,-0.17175729533695794,0.03333333333333333,0.0,-0.0
1743678599.72205,9.0,-43.0,303.0,,6.903,1.45,7.061,13.593403912213109,2.572351554916958,-0.02524882985483412,0.1,0.13333333333333333,-0.0
1743678599.9731565,10.0,-48.0,302.0,,8.119,1.362,5.933,15.409250737933238,2.5018563751749157,-0.5314467375048411,0.5333333333333333,1.4666666666666666,0.6666666666666666
1743678600.2185495,12.0,-76.0,295.0,,9.708,2.313,1.412,19.226601074767526,2.8064272094312503,-0.9093925063261916,0.0,0.3,0.4
1743678600.4635835,15.0,-77.0,297.0,,9.168,2.853,0.598,18.72657033554316,3.424154063555628,-1.5335759841390262,-0.16666666666666666,0.1,-0.13333333333333333
1743678600.7160223,14.0,-77.0,301.0,,9.492,2.49,0.628,19.05057033554316,3.023865943598155,-1.5132193476476008,0.06666666666666667,-0.3333333333333333,-0.2
1743678600.9701238,9.0,-73.0,302.0,,9.423,1.597,1.265,18.804349655997378,2.0456800800799884,-1.5678545352095468,0.6,-0.5,-0.8
1743678601.2209063,2.0,-62.0,302.0,,9.119,0.391,3.04,17.780715885946073,0.5517301915347426,-1.5627104750004257,0.3333333333333333,-0.9,-0.4666666666666667
1743678601.474879,3.0,-46.0,305.0,,6.981,0.293,5.737,14.037723441322168,0.6496485348861415,-1.0682594436404695,-0.9333333333333333,-2.533333333333333,-0.03333333333333333
1743678601.7291641,3.0,-30.0,310.0,,5.765,-0.373,8.257,10.669999999999998,0.07163106552623094,-0.22706613691624966,0.6333333333333333,0.7,-0.3333333333333333
1743678601.9830601,1.0,-32.0,311.0,,6.187,-1.304,8.061,11.385507982127741,-1.1588072906851081,-0.25708474571616513,-0.7,-0.9666666666666667,0.23333333333333334
1743678602.2646606,4.0,-31.0,310.0,,5.02,0.0,8.767,10.072523514867632,0.0,0.3786722216185492,0.43333333333333335,0.8333333333333334,-0.03333333333333333
1743678602.5445106,2.0,-45.0,310.0,,7.246,-0.333,7.227,14.182717523440031,-0.09091204966452393,0.29450813745141335,0.06666666666666667,0.8,-0.03333333333333333
1743678602.8292606,2.0,-55.0,311.0,,8.08,-0.137,5.923,16.11588155447501,0.05937195899033346,0.29964284469049485,-0.13333333333333333,0.3,-0.06666666666666667
1743678603.0940568,1.0,-59.0,312.0,,8.433,-0.098,5.256,16.841811219887724,-0.00982130608459783,0.20424600893613043,0.06666666666666667,0.5333333333333333,-0.0
1743678603.354459,0.0,-64.0,312.0,,8.903,-0.343,4.129,17.72016959419483,-0.343,-0.17142095000085078,0.16666666666666666,0.13333333333333333,-0.06666666666666667
1743678603.6135128,-1.0,-65.0,311.0,,9.001,-0.461,4.129,17.891879390829537,-0.5333556726395433,-0.01625370928722525,0.0,-0.03333333333333333,-0.03333333333333333
1743678603.8747318,-2.0,-66.0,310.0,,8.766,-0.794,3.766,17.727880939473913,-0.9332520095526782,-0.22165581570547355,0.16666666666666666,0.03333333333333333,-0.13333333333333333
