system_time,camera_time,pos_x_cm,pos_y_cm,pos_z_cm,roll_deg,pitch_deg,yaw_deg,detection_confidence
1742383682.891391,12167.053287,-757.001771339766,-827.0127864444291,4314.3020006031165,170.56549424184306,-4.262285152631791,-162.67466736254744,0.03213344873773272
1742383683.0639505,12167.225382999999,-738.8912827738042,-798.6166959448097,4198.987923806357,173.4320449270412,-8.743845127981485,-162.10014577889856,0.03167437107142417
1742383683.2508478,12167.397371,-755.9264963090809,-786.3868920198848,4225.148230203375,170.93499381329437,-3.8578199774730666,-163.14768245095212,0.03144515726297198
1742383683.4238257,12167.5733,-769.4755060284767,-767.1214513690522,4268.599704102675,169.4596181215383,-1.039145919379999,-162.9736013932966,0.03156933789038897
1742383683.5949855,12167.745372,-751.9829067528188,-735.9087672126753,4192.021456678531,171.72059962452747,30.806348668811637,-168.52806413642745,0.03131599849909132
1742383683.7714932,12167.917284,-735.1893731466762,-732.772066983477,4276.624046303927,179.4238779389583,23.0873673328869,-166.16132972889227,0.03145195392612215
1742383683.934609,12168.089301999998,-686.9551397689031,-702.3515262978952,4270.793056542434,176.53836434380784,18.097856640938414,-164.43478878484294,0.031048918415219354
1742383684.1185286,12168.265249,-671.2786130794218,-660.6532985128291,4248.550906351653,171.52813509782186,4.263308675698223,-163.73324515823126,0.030819819496242254
1742383684.626697,12168.785401000001,-799.8610648870083,-310.0622975021919,3646.5558048233343,140.3893711953209,17.556525801910208,141.77858362766085,0.028302459212323938
1742383684.8113782,12168.957282,-1006.9488787594432,-128.52480052097394,4069.430897857521,169.86814595675543,-29.65451046831841,121.4621104287091,0.03232997132167861
1742383684.986601,12169.129282,-894.2729175419666,-264.7625885161951,3990.7502272404563,176.9761909639242,-22.018443997796997,101.93714951209546,0.030113664886456306
1742383685.1568208,12169.305249,-864.0839049648141,-271.24549541109076,3956.4923028028284,149.14106465663934,11.591310764124566,89.24173444631096,0.029884718612660673
1742383685.3288138,12169.477246999999,-893.3695992210261,-223.06642208973622,4011.3024773708607,-171.83933189265986,-21.992432515083717,89.1259374778742,0.030779752999010482
1742383685.501526,12169.821333,-1117.0230867277564,-189.1557358705781,4095.8321690201037,-165.9984020138407,-13.214667731958663,82.85365556275235,0.032024878702155826
1742383690.8628714,12175.017244,-681.607693323381,-285.1519975800383,3224.119308365083,-165.33612319759015,-31.45730100699604,1.263842730385506,0.024314260030058918
1742383691.043359,12175.193291,-659.3070052113442,-241.90676433935008,3032.9417212007743,-165.4682275507139,-37.616188962857485,1.4484187539821132,0.02334697371675318
1742383691.2148604,12175.365309,-683.6319581949521,-203.98596288489813,2917.4955555922334,-162.32166763211907,-42.26026245269774,2.62770534768742,0.02302049103308739
1742383691.383883,12175.537267000002,-747.6781326953263,-202.71993382321983,3043.9045539971094,-164.82501262683374,-33.64918433969786,3.2849760400520585,0.02323725868354526
1742383691.5542634,12175.713345,-720.4472661722181,-202.043941669704,3004.0402896131627,-164.05437346337985,-37.916477948533554,3.6163499473230143,0.023258667589877532
1742383691.7353225,12175.885290999999,-719.0574150286869,-200.96895762149197,2998.4102306475843,-165.02121204692077,-38.185854481082515,2.9812193744678956,0.02319635065225578
1742383691.9112082,12176.057241,-706.3190708319496,-205.67384268188414,3003.8802142100626,-165.1932562136764,-37.951057227629136,2.990261070201057,0.02319949151993379
1742383692.083219,12176.233289000002,-716.1898401342531,-207.59903835071708,3032.0521134761643,-164.61546570581447,-36.562969057937885,4.2376212220345035,0.02334326687837412
1742383692.254769,12176.405235,-708.4860657686831,-210.27603156117692,3026.218256478339,-167.0504975461248,-36.963722264381516,3.0326817982788072,0.02322416970696301
1742383692.4326794,12176.577291,-706.1030624650581,-214.27012862158583,3052.3023095333483,-167.3035434483681,-31.632405287079642,3.8149522215221414,0.023050210072543657
1742383692.5996158,12176.749232999999,-695.1837001017293,-215.52421235821666,3050.2457443246753,-168.10790001049588,-35.54429832055835,4.744031051617301,0.023261022418761584
1742383692.7743733,12176.925294,-696.3790874094971,-204.88431483813426,2994.4850142113496,-164.23496588961103,-36.04569742397393,3.029641510940856,0.023020590090548555
1742383692.9514332,12177.097376,-787.3845792578734,-162.80008604862527,2933.745858839267,-159.5981927427405,-39.910722664373516,5.116771481300454,0.023223151287654214
1742383693.1172328,12177.269232999999,-914.3068358798896,-139.64051599104178,2996.16127911071,-158.35145286755082,-35.92916669444649,2.7500437951614356,0.0236287123683975
1742383693.2992873,12177.445326,-1006.9834585715448,-119.0508063832795,2944.2493333843518,-159.3911683318899,-38.17222555595463,1.8655490172113447,0.023475497297457522
1742383693.4711962,12177.617322,-1125.2422904444052,-94.04562053956272,2976.4943729387846,-159.09839535324772,-32.45392219034748,0.11557903203122416,0.023675594928980623
1742383693.6421804,12177.789322,-1198.2438770385645,-73.20062756661851,2979.573899017839,-158.03257627560492,-31.963713682207043,0.24408078561477,0.02398030816247449
1742383693.8192306,12177.965302999999,-1275.869089573445,-52.28594666351899,2989.101541310256,-160.11107358345944,-29.76794493662835,0.4185458471189997,0.024094529557214858
1742383693.9908385,12178.137272,-1312.34322436726,-23.644402035935926,2916.2172394941144,-155.1538616512756,-24.6511353263222,-0.47681752734711336,0.0241035707662187
1742383694.1671574,12178.309291,-1278.4701451363176,-32.76384748286946,2932.1140591459334,-152.72303721981436,-19.023099168949887,-1.3982440708102992,0.02428893139690727
1742383695.0303764,12179.177298,-497.2740302933188,-302.33170672494856,3763.9324913175237,-168.2473997294079,-26.93983849560417,8.915330803148988,0.027755643106035018
1742383695.2034595,12179.349308,-519.7051828712993,-300.75897025217165,3810.6577194896354,-172.59630175241878,-22.567638104291678,9.19377532561335,0.02770261787540839
1742383695.2034595,12179.349308,-2102.795682579029,1737.7425016193556,6065.49868317561,86.83932283354633,28.07613214182927,88.40028906803947,0.06408458038123559
1742383695.3703375,12179.521311,-512.7677399091762,-293.6357378549662,3722.678945693998,175.24309135080355,16.403685831636636,11.14491327376265,0.028001608246665047
1742383695.55095,12179.697295,-533.9464408343001,-288.6375590218692,3725.4770417208165,-170.2451107396871,-27.741300016180965,7.644189518716791,0.027481961503196536
1742383695.7215078,12179.869233,-528.742893020896,-297.0205470409479,3787.823122986102,-167.5743526823568,-27.066740840237966,6.491414336651302,0.027956477119581914
1742383695.8951597,12180.041314,-538.6850795889545,-296.09805395719144,3798.1279159424903,-170.1878199579997,-27.915642029678672,7.8088086935278325,0.028017526772233296
1742383696.0682786,12180.213322000001,-558.0835655743172,-283.95785437950514,3663.6257464412033,-164.79829862779965,-30.902478162691104,6.212907964950209,0.027478023629230325
1742383696.5834465,12180.733279,-826.6920469669524,-188.86064985996262,3234.509583827812,-157.28259032215126,-29.43767993889722,1.1642469095908485,0.024866102718563248
1742383696.757835,12180.909268,-857.5593820519216,-131.96912239081882,3047.1689054150334,-156.2107444175697,-30.42148469052607,0.8021175224016002,0.023730667640477633
1742383696.9306285,12181.081363,-860.2697129470956,-113.64461238960158,3053.4367345138116,-151.38268927655204,-22.211319571002605,-0.830354755622273,0.023879622450109897
1742383697.797031,12181.94528,-806.2135744043266,-180.9954390920019,3369.5039300918315,-157.0047583995036,-28.99821073957539,0.1464051983416175,0.025806144217859046
1742383697.962791,12182.12126,-804.3895510426079,-137.66784571383118,3255.819169762001,-158.20460876696163,-23.625328974326358,0.5097175387924303,0.024705469010348733
