timestamp,roll,pitch,yaw,touch_gesture,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1743607950.7538886,,,,,,,,,,
1743607950.7940664,,,,,,,,,,
1743607950.8342266,,,,,,,,,,
1743607950.8743727,,,,,,,,,,
1743607950.914782,,,,,,,,,,
1743607950.9553335,,,,,,,,,,
1743607950.9955232,0.0,0.0,0.0,,0.068,-0.118,0.12492177849688879,0.03333333333333333,0.0,-0.0
1743607951.0357308,0.0,0.0,0.0,,0.058,-0.118,0.12485916860198643,0.03333333333333333,0.0,-0.0
1743607951.0760617,0.0,0.0,0.0,,0.068,-0.118,0.12492177849688879,0.03333333333333333,0.0,-0.0
1743607951.1166954,0.0,0.0,0.0,,0.068,-0.118,0.12492177849688879,0.03333333333333333,0.0,-0.0
1743607951.1572075,0.0,0.0,0.0,,0.068,-0.118,0.13491992575066547,0.03333333333333333,0.0,-0.0
1743607951.1974258,0.0,0.0,195.0,,0.068,-0.127,0.13502926999554354,0.03333333333333333,0.0,-0.0
1743607951.2380846,0.0,0.0,195.0,,0.058,-0.127,0.12496873513130602,0.03333333333333333,0.0,-0.0
1743607951.2785356,0.0,0.0,195.0,,0.077,-0.108,0.13487256690431693,0.03333333333333333,0.0,-0.0
1743607951.3187969,0.0,0.0,195.0,,0.068,-0.127,0.13502926999554354,0.03333333333333333,0.0,-0.0
1743607951.3591678,0.0,0.0,195.0,,0.068,-0.118,0.13491992575066547,0.03333333333333333,0.0,-0.0
1743607951.3993948,0.0,0.0,195.0,,0.068,-0.108,0.13480785030357545,0.03333333333333333,0.0,-0.0
1743607951.4399052,0.0,0.0,195.0,,0.077,-0.108,0.12487432428176248,0.03333333333333333,0.0,-0.0
1743607951.4804244,0.0,0.0,195.0,,0.068,-0.118,0.13491992575066547,0.03333333333333333,0.0,-0.0
1743607951.521668,0.0,0.0,195.0,,0.058,-0.137,0.14509549719708126,0.03333333333333333,0.0,-0.0
1743607951.5619547,0.0,0.0,195.0,,0.068,-0.118,0.12492177849688879,0.03333333333333333,0.0,-0.0
1743607951.6028795,0.0,0.0,195.0,,0.058,-0.127,0.11497068813283384,0.03333333333333333,0.0,-0.0
1743607951.6431046,0.0,0.0,195.0,,0.068,-0.118,0.13491992575066547,0.03333333333333333,0.0,-0.0
1743607951.6833184,0.0,0.0,195.0,,0.077,-0.098,0.12477195996473078,0.03333333333333333,0.0,-0.0
1743607951.723638,0.0,0.0,195.0,,0.068,-0.118,0.13491992575066547,0.03333333333333333,0.0,-0.0
1743607951.763956,0.0,0.0,195.0,,0.087,-0.098,0.12485345414711091,0.03333333333333333,0.0,-0.0
1743607951.8042765,0.0,0.0,195.0,,0.048,-0.147,0.1251883540345311,0.03333333333333333,0.0,-0.0
1743607951.8445823,0.0,0.0,195.0,,0.087,-0.108,0.12495581591289096,0.03333333333333333,0.0,-0.0
1743607951.8883812,0.0,0.0,195.0,,0.068,-0.127,0.12503134292821727,0.03333333333333333,0.0,-0.0
1743607951.9285896,0.0,0.0,195.0,,0.077,-0.127,0.13509398221393099,0.03333333333333333,0.0,-0.0
1743607951.9694426,0.0,0.0,195.0,,0.087,-0.118,0.13506596520380043,0.03333333333333333,0.0,-0.0
1743607952.0096467,0.0,0.0,195.0,,0.058,-0.127,0.12496873513130602,0.03333333333333333,0.0,-0.0
1743607952.0498767,0.0,0.0,195.0,,0.087,-0.118,0.13506596520380043,0.03333333333333333,0.0,-0.0
1743607952.090067,0.0,0.0,195.0,,0.077,-0.108,0.13487256690431693,0.03333333333333333,0.0,-0.0
1743607952.1306002,0.0,0.0,195.0,,0.048,-0.137,0.10505147202235676,0.03333333333333333,0.0,-0.0
1743607952.1708193,0.0,0.0,195.0,,0.048,-0.127,0.11491791098145931,0.03333333333333333,0.0,-0.0
1743607952.2110708,0.0,0.0,195.0,,0.097,-0.118,0.1451548820298676,0.03333333333333333,0.0,-0.0
1743607952.2513762,0.0,0.0,195.0,,0.087,-0.078,0.11467990531972738,0.03333333333333333,0.0,-0.0
1743607952.2916675,0.0,0.0,195.0,,0.028,-0.147,0.12511283064603163,0.03333333333333333,0.0,-0.0
1743607952.3321426,0.0,0.0,194.0,,0.097,-0.088,0.12485246032785291,0.03333333333333333,0.0,-0.0
1743607952.372674,0.0,0.0,195.0,,0.048,-0.108,0.12469419075646826,0.03333333333333333,0.0,-0.0
1743607952.4129236,0.0,0.0,195.0,,0.068,-0.137,0.14515785124319613,0.03333333333333333,0.0,-0.0
1743607952.4544516,0.0,0.0,195.0,,0.077,-0.078,0.11459824248163031,0.03333333333333333,0.0,-0.0
1743607952.4946513,0.0,0.0,195.0,,0.048,-0.147,0.13518596557690543,0.03333333333333333,0.0,-0.0
1743607952.5350645,0.0,0.0,195.0,,0.068,-0.088,0.12461468038849155,0.03333333333333333,0.0,-0.0
1743607952.576014,0.0,0.0,195.0,,0.058,-0.127,0.1549629113595259,0.03333333333333333,0.0,-0.0
1743607952.6167486,0.0,0.0,195.0,,0.068,-0.118,0.12492177849688879,0.03333333333333333,0.0,-0.0
1743607952.6569781,0.0,0.0,195.0,,0.068,-0.088,0.11461591967137252,0.03333333333333333,0.0,-0.0
1743607952.6971984,0.0,0.0,195.0,,0.058,-0.127,0.12496873513130602,0.03333333333333333,0.0,-0.0
1743607952.7374768,0.0,0.0,195.0,,0.058,-0.118,0.12485916860198643,0.03333333333333333,0.0,-0.0
1743607952.778768,0.0,0.0,195.0,,0.087,-0.108,0.12495581591289096,0.03333333333333333,0.0,-0.0
1743607952.8222828,0.0,0.0,195.0,,0.068,-0.118,0.13491992575066547,0.03333333333333333,0.0,-0.0
1743607952.862463,0.0,0.0,195.0,,0.058,-0.137,0.13509770126802323,0.03333333333333333,0.0,-0.0
1743607952.9028702,0.0,0.0,195.0,,0.058,-0.127,0.12496873513130602,0.03333333333333333,0.0,-0.0
1743607952.943561,0.0,0.0,195.0,,0.058,-0.118,0.13485744168321112,0.03333333333333333,0.0,-0.0
1743607952.984024,0.0,0.0,195.0,,0.068,-0.108,0.13480785030357545,0.03333333333333333,0.0,-0.0
1743607953.0246096,0.0,0.0,195.0,,0.058,-0.108,0.11474837106646518,0.03333333333333333,0.0,-0.0
1743607953.0652764,0.0,0.0,195.0,,0.068,-0.069,0.10446832178386423,0.03333333333333333,0.0,-0.0
1743607953.1059744,0.0,0.0,195.0,,0.028,-0.147,0.12511283064603163,0.03333333333333333,0.0,-0.0
1743607953.1466362,0.0,0.0,195.0,,0.097,-0.098,0.13494298504534186,0.03333333333333333,0.0,-0.0
1743607953.1873672,0.0,0.0,195.0,,0.058,-0.137,0.13509770126802323,0.03333333333333333,0.0,-0.0
1743607953.2278364,0.0,0.0,195.0,,0.077,-0.118,0.13498464013317601,0.03333333333333333,0.0,-0.0
1743607953.2704153,0.0,0.0,195.0,,0.068,-0.098,0.1247071110086484,0.03333333333333333,0.0,-0.0
1743607953.3107245,0.0,0.0,195.0,,0.038,-0.127,0.12487333046884785,0.03333333333333333,0.0,-0.0
1743607953.3509355,0.0,0.0,195.0,,0.068,-0.108,0.12480947735586945,0.03333333333333333,0.0,-0.0
1743607953.3915265,0.0,0.0,195.0,,0.068,-0.108,0.13480785030357545,0.03333333333333333,0.0,-0.0
1743607953.4316995,0.0,0.0,195.0,,0.048,-0.127,0.13491422288926458,0.03333333333333333,0.0,-0.0
1743607953.4734051,0.0,0.0,195.0,,0.077,-0.098,0.12477195996473078,0.03333333333333333,0.0,-0.0
1743607953.513788,0.0,0.0,195.0,,0.058,-0.118,0.12485916860198643,0.03333333333333333,0.0,-0.0
1743607953.5539987,0.0,0.0,195.0,,0.068,-0.118,0.12492177849688879,0.03333333333333333,0.0,-0.0
1743607953.5941863,0.0,0.0,195.0,,0.068,-0.098,0.11470853662458325,0.03333333333333333,0.0,-0.0
1743607953.6343749,0.0,0.0,195.0,,0.058,-0.118,0.12485916860198643,0.03333333333333333,0.0,-0.0
1743607953.6745698,0.0,0.0,195.0,,0.068,-0.108,0.12480947735586945,0.03333333333333333,0.0,-0.0
1743607953.7153356,0.0,0.0,195.0,,0.058,-0.108,0.13474536409431614,0.03333333333333333,0.0,-0.0
1743607953.7556992,0.0,0.0,195.0,,0.058,-0.127,0.13496678801765682,0.03333333333333333,0.0,-0.0
1743607953.7964194,0.0,0.0,195.0,,0.077,-0.098,0.12477195996473078,0.03333333333333333,0.0,-0.0
1743607953.8396387,0.0,0.0,195.0,,0.048,-0.127,0.12491606415143508,0.03333333333333333,0.0,-0.0
1743607953.8798382,0.0,0.0,195.0,,0.058,-0.108,0.1247468653105237,0.03333333333333333,0.0,-0.0
1743607953.9200175,0.0,0.0,195.0,,0.068,-0.098,0.11470853662458325,0.03333333333333333,0.0,-0.0
1743607953.9603586,0.0,0.0,195.0,,0.068,-0.127,0.13502926999554354,0.03333333333333333,0.0,-0.0
1743607954.0007505,0.0,0.0,195.0,,0.068,-0.098,0.1247071110086484,0.03333333333333333,0.0,-0.0
1743607954.0413525,0.0,0.0,195.0,,0.048,-0.118,0.12480649585708647,0.03333333333333333,0.0,-0.0
1743607954.0816002,0.0,0.0,195.0,,0.068,-0.098,0.11470853662458325,0.03333333333333333,0.0,-0.0
1743607954.1224036,0.0,0.0,195.0,,0.058,-0.127,0.12496873513130602,0.03333333333333333,0.0,-0.0
1743607954.164033,0.0,0.0,195.0,,0.058,-0.118,0.13485744168321112,0.03333333333333333,0.0,-0.0
1743607954.204234,0.0,0.0,195.0,,0.058,-0.108,0.1247468653105237,0.03333333333333333,0.0,-0.0
1743607954.2443905,0.0,0.0,195.0,,0.048,-0.127,0.13491422288926458,0.03333333333333333,0.0,-0.0
1743607954.284608,0.0,0.0,195.0,,0.038,-0.118,0.11476530055731438,0.06666666666666667,0.0,-0.0
1743607954.324817,0.0,0.0,195.0,,0.068,-0.108,0.11481110932836636,0.03333333333333333,0.0,-0.0
1743607954.3651192,0.0,0.0,195.0,,0.038,-0.137,0.11500653627811808,0.03333333333333333,0.0,-0.0
1743607954.4053245,0.0,0.0,195.0,,0.077,-0.088,0.12467953117774755,0.03333333333333333,0.0,-0.0
1743607954.4462686,0.0,0.0,195.0,,0.048,-0.127,0.11491791098145931,0.03333333333333333,0.0,-0.0
1743607954.486485,0.0,0.0,195.0,,0.058,-0.127,0.12496873513130602,0.03333333333333333,0.0,-0.0
1743607954.5268152,0.0,0.0,195.0,,0.077,-0.088,0.12467953117774755,0.03333333333333333,0.0,-0.0
1743607954.5670285,0.0,0.0,195.0,,0.028,-0.137,0.13496976337701128,0.03333333333333333,0.0,-0.0
1743607954.6074302,0.0,0.0,195.0,,0.087,-0.098,0.12485345414711091,0.03333333333333333,0.0,-0.0
1743607954.647734,0.0,0.0,195.0,,0.068,-0.108,0.12480947735586945,0.03333333333333333,0.0,-0.0
1743607954.688163,0.0,0.0,195.0,,0.058,-0.118,0.12485916860198643,0.03333333333333333,0.0,-0.0
1743607954.728517,0.0,0.0,195.0,,0.077,-0.098,0.12477195996473078,0.03333333333333333,0.0,-0.0
1743607954.7703788,0.0,0.0,195.0,,0.048,-0.137,0.1350451382442479,0.03333333333333333,0.0,-0.0
1743607954.8108528,0.0,0.0,195.0,,0.077,-0.088,0.12467953117774755,0.03333333333333333,0.0,-0.0
1743607954.8512428,0.0,0.0,195.0,,0.058,-0.118,0.12485916860198643,0.03333333333333333,0.0,-0.0
1743607954.8914366,0.0,0.0,195.0,,0.048,-0.127,0.12491606415143508,0.03333333333333333,0.0,-0.0
1743607954.9316034,0.0,0.0,195.0,,0.068,-0.098,0.1347056896908665,0.03333333333333333,0.0,-0.0
1743607954.971791,0.0,0.0,195.0,,0.058,-0.118,0.12485916860198643,0.03333333333333333,0.0,-0.0
1743607955.0120838,0.0,0.0,195.0,,0.077,-0.108,0.12487432428176248,0.03333333333333333,0.0,-0.0
1743607955.0525408,0.0,0.0,195.0,,0.058,-0.118,0.11486090074290622,0.03333333333333333,0.0,-0.0
1743607955.0928648,0.0,0.0,195.0,,0.058,-0.118,0.12485916860198643,0.03333333333333333,0.0,-0.0
1743607955.133149,0.0,0.0,195.0,,0.068,-0.108,0.13480785030357545,0.03333333333333333,0.0,-0.0
1743607955.1733813,0.0,0.0,195.0,,0.058,-0.118,0.13485744168321112,0.03333333333333333,0.0,-0.0
1743607955.2141562,0.0,0.0,195.0,,0.058,-0.118,0.12485916860198643,0.03333333333333333,0.0,-0.0
1743607955.2546759,0.0,0.0,195.0,,0.146,-0.177,0.13661036080750932,0.06666666666666667,0.0,-0.0
1743607955.294904,0.0,0.0,195.0,,0.087,-0.127,0.13517530456499216,0.03333333333333333,0.0,-0.0
